2.5025,-0.119128,-0.527933
-2.65454,-0.124545,3.87798
-0.930651,-3.14336,-0.534184
-0.308515,-0.343077,-0.342804
-3.42077,1.99621,-0.748999
-0.686257,1.8969,-0.767219
-0.217743,0.871264,3.13907
3.28015,5.02322,1.48427
3.15358,2.27858,0.315391
0.914959,-3.68342,1.31287
-3.73478,-1.69419,-2.19977
3.06455,0.408341,3.53766
-3.96326,5.12946,1.24334
-3.82687,0.759141,1.92116
2.85491,2.90434,2.92981
5.1168,-2.63261,0.120993
0.856105,1.62683,6.58994
2.36109,2.70812,-4.75372
-0.381539,4.06904,0.923803
-0.849756,-1.51565,-5.88544
1.39407,0.341107,-3.38053
3.21382,-3.40983,1.42932
-5.15175,0.696804,-3.51409
-0.361584,2.91701,-3.35969
1.84904,-3.99133,-4.65233
-0.367848,7.31748,1.7463
4.32992,0.209559,-3.29219
-3.20208,-2.36452,1.4183
-6.76221,-2.73535,5.47146
-2.79914,-5.47753,3.68994
-1.24065,-3.16723,2.84602
3.2672,2.83947,-2.307
-1.98151,1.14439,-5.43034
1.5499,-3.18661,-2.52732
0.488054,-2.91373,4.86318
-1.13869,-3.22515,-3.54102
5.63414,2.3111,-2.51108
6.03806,-1.5468,-2.38979
-1.65304,-0.293064,-2.87112
-0.0651486,4.02675,4.33126
-2.33679,4.32442,-0.40459
2.39467,-5.68142,-0.854218
1.0054,4.3895,-1.43726
-2.08447,7.52753,-0.0627426
-0.910688,-7.04074,-3.2322
-4.12323,-3.18018,3.77203
5.39038,-0.200147,1.1403
-6.04807,-2.05473,-0.841122
2.36046,-1.27279,6.15498
7.23643,-3.40505,0.740846
-2.06604,4.56201,-6.46518
-4.79259,-5.28375,-1.13012
2.26439,-4.11735,4.03988
0.454181,-1.03548,1.79957
-1.83887,0.340415,-8.2051
2.56688,-5.88032,2.03714
4.02297,-3.65722,-2.22979
5.14237,3.46981,1.74407
-2.14886,-6.00057,1.36647
-0.224779,-5.34632,-1.11189
4.34558,-1.87898,-4.29236
-4.01357,2.14822,3.81666
0.464142,-6.37767,4.95575
-5.83993,3.84548,3.79398
4.81292,3.41128,-4.59329
-6.48896,-1.6835,2.99684
-1.20483,-2.79466,6.83182
-1.97692,5.58938,2.66936
6.15365,0.79502,3.52251
4.84495,-1.90053,2.89689
0.556202,0.627773,-5.84927
0.187563,6.47734,-2.25687
-3.92972,2.80915,-3.01753
-1.28588,3.36353,6.63389
-2.48028,2.87338,2.12009
0.0584193,-0.506151,5.00973
-5.41149,-3.45442,1.02492
-3.88388,1.84212,-6.95188
1.32653,5.3562,-4.1054
-3.65582,-3.68688,-4.04606
-2.81467,-0.422997,0.0781229
-4.81269,0.17254,-1.08921
3.13554,5.66616,-1.414
-2.96471,-3.82504,-1.48808
3.19199,4.55158,5.95801
1.00636,1.89128,1.18885
3.31516,-0.0152556,-5.42448
-5.65046,2.11771,0.26216
4.62117,-2.19439,5.97369
1.27177,-0.633528,8.44645
-3.30685,-0.757258,-4.82437
2.42062,-6.32704,-4.1693
-3.76589,-7.51657,7.12501
-1.63108,2.07974,4.57378
-0.0812662,3.69356,-5.6239
-7.18579,-4.45473,-1.01491
-1.06544,-7.66557,2.523
-1.85794,-9.00462,0.164761
4.05684,4.4308,-6.51393
-2.57755,-0.459802,6.67401
-6.81726,-2.72767,-7.03379
-7.45291,-3.60293,-3.4066
6.59518,1.81986,0.732305
-2.22338,5.06709,-3.68759
2.44945,-2.15981,-6.30592
-7.31358,7.63166,0.688073
-4.5348,6.968,-0.179263
2.49175,-8.74321,-5.90524
-6.2293,0.232435,1.43194
3.92639,2.33157,5.71448
5.19223,-5.35327,-0.828581
-6.75907,3.64029,-3.83832
